trajID	start	end	startTime	dijSol
10a002fe9305cb4d1a8b714af3a0523f	23911	165544	00:00:00	[23911, 4463, 4109, 25399, 40876, 40936, 40918, 141118, 40953, 41354, 41357, 144048, 144049, 144054, 37596, 60134, 60133, 60132, 60131, 60130, 60129, 60128, 60124, 41316, 41322, 41323, 141196, 144510, 144547, 144186, 144185, 144184, 144367, 144368, 144369, 81917, 81916, 215876, 215846, 215861, 215850, 215860, 224187, 224185, 224164, 224165, 45144, 45143, 45133, 45142, 45141, 45140, 45139, 81712, 81711, 81786, 140871, 157692, 11766, 11767, 13376, 13377, 13378, 13379, 13380, 13382, 13385, 13386, 13387, 13390, 13391, 13392, 13394, 13395, 13397, 140850, 140848, 140847, 140841, 145052, 81110, 145087, 145088, 81099, 81094, 81809, 81811, 138822, 165544]:557.0
0fd88261b362d6963feb3f4676fedbdb	63242	31516	00:00:00	[63242, 63238, 88993, 31512, 31511, 31507, 31506, 31515, 31516]:65.0
696b1d14e60e0e911f215533108fc23b	73741	21706	00:00:00	[73741, 73740, 200201, 55593, 200255, 5111, 5113, 5115, 200313, 62618, 73940, 176125, 160908, 160912, 200316, 61362, 61363, 199967, 17868, 199957, 3670, 199949, 50490, 55599, 74053, 65781, 199804, 199787, 199773, 199774, 61990, 61991, 167852, 167849, 64327, 17990, 167856, 25898, 25891, 199485, 167857, 167860, 199487, 214840, 214857, 214860, 214866, 214850, 58265, 61976, 63784, 63786, 201352, 201353, 201355, 201356, 201350, 65794, 198115, 156590, 191052, 191054, 5780, 5781, 5782, 9150, 26027, 190615, 190618, 60719, 60721, 9263, 60702, 9262, 60724, 60725, 113711, 113680, 190552, 190553, 190567, 177124, 177128, 190679, 18100, 87752, 25917, 25919, 63558, 25921, 63739, 62636, 18149, 18144, 18146, 63566, 18427, 18333, 18334, 18193, 218141, 18455, 18255, 197795, 26850, 18451, 18453, 191477, 197779, 197781, 197783, 21692, 21695, 21696, 21703, 21704, 21705, 21706]:513.0
e62c1c108dddee8780b0f8dad8a7f93a	56945	56923	00:00:00	[56945, 56979, 7361, 136727, 60005, 59987, 59991, 59992, 71189, 71190, 137186, 137187, 137267, 137259, 137258, 70216, 70215, 70205, 70204, 70203, 42300, 42301, 41946, 41949, 41954, 41955, 56922, 56921, 56919, 56917, 56923]:193.0
ae604a28fd130fbc73dc47bd05884592	100654	148808	00:00:00	[100654, 100608, 100566, 100571, 83002, 82922, 82893, 95949, 128361, 83095, 83190, 34475, 34479, 53759, 53760, 64387, 53761, 53762, 82959, 82960, 97379, 187444, 32576, 32578, 115959, 116060, 12474, 116059, 12455, 97384, 12473, 116053, 116050, 116051, 116052, 32566, 116057, 36049, 116056, 29133, 29134, 29136, 178769, 178770, 17752, 116054, 116055, 116064, 7958, 7959, 178763, 178764, 75856, 178778, 178779, 132215, 178856, 148456, 18068, 178867, 7964, 178964, 232249, 12175, 11639, 7935, 232251, 116049, 116048, 160133, 160134, 160135, 147239, 5404, 181066, 181080, 181088, 181225, 181222, 181219, 86194, 181756, 34787, 34788, 34789, 181288, 181285, 181734, 181850, 34802, 34803, 59667, 15054, 9024, 181925, 9015, 19742, 19743, 6140, 6141, 6143, 124851, 186565, 124856, 186560, 186550, 186554, 29761, 29762, 84253, 29763, 29764, 7063, 7064, 7065, 172267, 164815, 73529, 173456, 173460, 114383, 114384, 111361, 47190, 8472, 47189, 47184, 47188, 36480, 36479, 36478, 28278, 14124, 14087, 14083, 14086, 4898, 68366, 14281, 124566, 180955, 14282, 14291, 167373, 73494, 167378, 12954, 6017, 12949, 12964, 7794, 21667, 180954, 7789, 180953, 134226, 124570, 117732, 105761, 9208, 73487, 12920, 47962, 7207, 7206, 60666, 60668, 7267, 78372, 88317, 88318, 184970, 132235, 78377, 78380, 132234, 17737, 127574, 133705, 88826, 150051, 12862, 184969, 129395, 129397, 214512, 169050, 69365, 38175, 38177, 155965, 201965, 207361, 207346, 137170, 76003, 76028, 38202, 38222, 38227, 247344, 38180, 77927, 77930, 148775, 148808]:715.0
878f9f947342ea2cc3e9de78afab9366	153935	38368	00:00:00	[153935, 153936, 153931, 153991, 153964, 43070, 43076, 43525, 52237, 43992, 179269, 6434, 92977, 92979, 43077, 43078, 43079, 43080, 6495, 162897, 162899, 162880, 88222, 90588, 90589, 128727, 183316, 43201, 183314, 168724, 95074, 178714, 6527, 71873, 43187, 178519, 27573, 95075, 60073, 106714, 106713, 178463, 16091, 16093, 78669, 173261, 162886, 105208, 105209, 105210, 45582, 45583, 45585, 45586, 105233, 105110, 88217, 174843, 37238, 116873, 51515, 215636, 51518, 116877, 194612, 193938, 193939, 36331, 45491, 44174, 193931, 106722, 193926, 180510, 44309, 114629, 105957, 114647, 180437, 14100, 4875, 45704, 124061, 4867, 770, 772, 202013, 5717, 121974, 202019, 5725, 67871, 79367, 124537, 199030, 124539, 748, 749, 750, 195226, 134755, 79368, 195239, 195241, 63189, 194824, 131436, 45990, 194767, 11581, 5762, 5764, 5765, 166279, 5374, 5375, 5376, 194819, 191167, 191168, 166248, 88265, 88266, 88268, 45177, 191086, 34566, 34568, 11580, 39940, 172007, 37890, 37895, 104758, 39939, 163326, 163327, 189806, 104724, 104746, 104747, 104737, 163517, 28330, 7163, 7164, 7165, 5659, 104738, 152965, 3826, 3827, 161021, 138823, 157785, 99578, 99579, 161024, 161037, 175676, 188081, 188082, 3844, 5487, 3849, 5463, 161029, 11999, 175677, 188199, 100474, 3843, 95524, 3850, 3852, 101354, 106469, 111422, 45636, 8988, 61738, 24747, 24751, 84260, 208402, 208404, 5333, 5330, 106901, 106895, 106898, 106899, 4727, 208179, 208181, 61737, 7040, 8536, 8537, 8538, 121939, 121932, 121941, 121943, 40220, 40224, 121938, 121945, 8970, 122614, 3125, 200039, 122023, 60490, 8564, 8565, 61298, 200735, 36324, 60494, 175737, 200733, 200740, 42622, 201682, 201681, 201684, 201688, 13205, 106329, 106328, 81482, 201789, 129379, 201794, 13563, 106658, 202209, 202217, 206019, 135370, 135371, 60800, 15389, 60801, 60802, 60809, 60810, 36105, 36109, 75615, 75631, 206567, 206565, 61193, 61194, 555, 558, 206670, 1095, 1097, 4235, 206713, 206714, 4720, 1098, 1099, 207088, 207089, 206822, 40396, 139445, 207135, 207140, 33380, 33381, 38365, 38367, 38368]:1083.0
49bdd4822a9b195fbf3dfc0e2fdd04d9	14465	123332	00:00:00	[14465, 84620, 14461, 52768, 52767, 52766, 32998, 82600, 105632, 82514, 105637, 82509, 82588, 82506, 82616, 82618, 82624, 2736, 2739, 2743, 2745, 2747, 49179, 49182, 138852, 2732, 21427, 21445, 21448, 21449, 21450, 21451, 21452, 21437, 21438, 21442, 21467, 2771, 2772, 2775, 2778, 53708, 53710, 105825, 123336, 123335, 123334, 123333, 123332]:192.0
e946ffc6adacc45d150436cb1df87df8	62104	165864	00:00:00	[62104, 62109, 119114, 119113, 89631, 199169, 21739, 21741, 60700, 21733, 21734, 21736, 21760, 89639, 21770, 201636, 62813, 165864]:52.0
be940366e795224e82d4eff660f7fd28	21196	129911	00:00:00	[21196, 53377, 26844, 21199, 21200, 21203, 151613, 214328, 214329, 121896, 121876, 16265, 121881, 121882, 54556, 54555, 54554, 54553, 16287, 16283, 116470, 16295, 16298, 116469, 127213, 79628, 127170, 127040, 105112, 16237, 105111, 105118, 129990, 49177, 115078, 130682, 19270, 79611, 15907, 40772, 197653, 15883, 49148, 130581, 105113, 105117, 133230, 49156, 246549, 15812, 246568, 49142, 128353, 52956, 52988, 246561, 52976, 34586, 129927, 52914, 129912, 129911]:288.0
69fc180cb8a9c1863c2a112a1cbe7ce1	181695	11639	00:00:00	[181695, 752, 84772, 5410, 5412, 6326, 7998, 7999, 24752, 51028, 118623, 181063, 116048, 116049, 232251, 7935, 11639]:69.0
e757324a08f9894c1664227d50b838e0	112569	165814	00:00:00	[112569, 112457, 112455, 112453, 34736, 34733, 34711, 34714, 95107, 83915, 34708, 34707, 34706, 34699, 34684, 34685, 34697, 34759, 34762, 207037, 34755, 34756, 194552, 194553, 194559, 112532, 61694, 121679, 27406, 61701, 121677, 122219, 61728, 61726, 61725, 61724, 25602, 21793, 25721, 25715, 25718, 169455, 169459, 235931, 61469, 61477, 240666, 244812, 40842, 40818, 40843, 40809, 40810, 40799, 40802, 206568, 206566, 35123, 75633, 36124, 36126, 36127, 36131, 205767, 205768, 57150, 57137, 57138, 81473, 140, 250, 251, 8821, 8812, 8813, 165814]:435.0
4762cb0faa3a71ea744b313699f046cb	166496	72327	00:00:00	[166496, 166499, 166498, 166488, 166483, 166489, 244111, 244113, 244114, 86493, 86500, 126616, 126625, 49588, 49589, 49582, 49586, 126761, 126743, 126736, 72228, 126765, 112715, 72219, 112637, 31969, 31973, 31964, 60920, 114987, 114986, 28251, 28252, 72024, 72021, 72308, 72304, 72270, 72288, 72327]:183.0
ac17b873dd46239752abd4d8233daf7a	4714	119624	00:00:00	[4714, 4557, 143548, 4550, 4553, 4602, 60641, 60643, 133837, 133835, 60646, 60637, 26309, 24801, 26313, 25335, 45558, 45547, 4591, 4593, 4594, 4597, 220258, 220265, 220281, 120832, 120785, 120824, 219969, 112182, 112183, 112206, 112210, 112213, 220425, 220429, 112228, 112229, 112201, 112233, 112235, 112238, 112218, 112225, 117917, 117918, 117920, 117921, 117922, 220401, 160685, 160687, 160688, 168501, 168480, 168502, 95687, 95671, 95618, 95686, 112241, 112253, 168447, 53768, 53789, 3972, 3973, 3974, 112165, 112167, 174521, 112175, 174522, 119650, 119624]:464.0
8147cd51d2b96f05affad2e390f2da9d	62700	62704	00:00:00	[62700, 62701, 62796, 62793, 62754, 46181, 46182, 49993, 128197, 128105, 49917, 49916, 51634, 62702, 62704]:50.0
ccd589156f8d6b50b4f09ab9242e20b6	163195	14134	00:00:00	[163195, 163187, 9732, 9726, 9727, 9734, 13893, 13894, 13897, 99996, 13907, 181962, 181963, 181971, 181973, 181976, 3107, 5788, 788, 789, 790, 181982, 181988, 181985, 161608, 59665, 34812, 19743, 6140, 6141, 6143, 124851, 186565, 124856, 186560, 186550, 186554, 29761, 29762, 84253, 29763, 29764, 7063, 7064, 7065, 172267, 164815, 73529, 173456, 173460, 114383, 114384, 111361, 47190, 8472, 47189, 47184, 173432, 167233, 73507, 104656, 178490, 166329, 167412, 178481, 167413, 167397, 14134]:202.0
ca47d9e715c5fa288ed301c5640f01e7	89072	64705	00:00:00	[89072, 89071, 89075, 49025, 49027, 49028, 64479, 87205, 87202, 87200, 43457, 43165, 43166, 19588, 43462, 43459, 47084, 47088, 89042, 64507, 64486, 120275, 31416, 31409, 31396, 47219, 47220, 45246, 47105, 47108, 31593, 64734, 64705]:310.0
e012d99ed039641d341e21cf8a967cc0	85297	54592	00:00:00	[85297, 85276, 25973, 25967, 25964, 25950, 25954, 26087, 26091, 191468, 191462, 191461, 191460, 191459, 68931, 191458, 26137, 26136, 26135, 26134, 26133, 26072, 26132, 151894, 151890, 151916, 68256, 151930, 156299, 56325, 56324, 56323, 150892, 150886, 150865, 150864, 150930, 54594, 54592]:443.0
64ce48e011b2efc30297764ddb82e096	54594	59461	00:00:00	[54594, 54600, 68358, 121827, 48018, 48017, 47987, 47975, 48021, 48025, 48029, 46240, 46236, 46238, 46215, 46218, 46221, 47970, 46280, 46274, 58393, 222496, 222495, 21222, 21204, 21205, 21206, 21207, 21208, 21209, 21210, 21211, 21221, 121872, 121874, 121876, 16265, 16267, 67550, 67551, 67559, 67804, 67805, 67829, 67691, 40669, 111155, 51723, 51726, 161692, 133244, 65968, 54438, 54439, 161700, 227978, 66960, 66958, 66957, 66956, 66405, 66403, 66399, 33636, 33634, 67586, 33737, 67587, 33621, 33680, 33678, 33677, 33676, 33675, 9345, 9348, 9352, 9355, 67844, 67622, 67796, 33646, 86204, 9344, 53197, 53199, 33663, 33668, 33671, 59584, 160012, 160011, 134880, 159980, 59104, 205272, 159987, 235624, 235622, 235621, 205281, 205280, 205278, 165975, 9317, 53196, 53195, 53194, 53193, 53190, 53192, 168693, 134895, 134944, 57990, 53236, 53235, 58982, 58981, 88946, 88945, 88943, 58098, 58100, 14714, 14718, 5586, 5587, 9314, 57909, 160237, 59612, 160232, 59455, 160230, 160227, 59458, 59460, 59461]:574.0
ba0852b2000fbafbe4b00b43faf56185	53256	36063	00:00:00	[53256, 53243, 32156, 32220, 53247, 53272, 226867, 25034, 143497, 143511, 132867, 132868, 32020, 32015, 32021, 32005, 31988, 115023, 60916, 114979, 109578, 246885, 31968, 112704, 246877, 31969, 112637, 72219, 112715, 126765, 72228, 126736, 126743, 126761, 49586, 126582, 126569, 49587, 49588, 126625, 126616, 86500, 86493, 244114, 244113, 79633, 67411, 163400, 163397, 66992, 108099, 74188, 84470, 67000, 21933, 244144, 244145, 7818, 7815, 7814, 7813, 7812, 7809, 7805, 53023, 3025, 3022, 3019, 3021, 61447, 3004, 3010, 3011, 3012, 3016, 206864, 91026, 91025, 172973, 35104, 172965, 172957, 206745, 126987, 80638, 80641, 176777, 61489, 61493, 2998, 80591, 53342, 80594, 112976, 61182, 61184, 61185, 61191, 61186, 61187, 61188, 15749, 15751, 116997, 61231, 61195, 26340, 26344, 26345, 26339, 26337, 26346, 60835, 60834, 36076, 206529, 206528, 206527, 206531, 15746, 15745, 15744, 61261, 36063]:489.0
1b542d936e4dfea15ff3792f89198e7d	26616	56275	00:00:00	[26616, 26617, 26512, 26618, 26619, 26620, 58557, 26609, 26610, 58554, 56275]:62.0
b87634ff2ea66fb7fde411d40e08c1d7	60643	243929	00:00:00	[60643, 133837, 133835, 60646, 60637, 26309, 24801, 26313, 25335, 45558, 45547, 4591, 4593, 4594, 4597, 120804, 120872, 120889, 220816, 220918, 220793, 220794, 220797, 220931, 220934, 120193, 120194, 220880, 219792, 220627, 120871, 120865, 220502, 219812, 220497, 220495, 120199, 120200, 120202, 98055, 98058, 6636, 6628, 6630, 168901, 197916, 219297, 212972, 70502, 70501, 197914, 197915, 202898, 215664, 215650, 215658, 216295, 217548, 54737, 54752, 101846, 101639, 52330, 101775, 101873, 198615, 110018, 155952, 101640, 101685, 198532, 19117, 101632, 101633, 101636, 101637, 101702, 15218, 15219, 198527, 4110, 124502, 50890, 162156, 162162, 3465, 3466, 5312, 55056, 190039, 243715, 243743, 243736, 59316, 243732, 59315, 243784, 243936, 243929]:828.0
c6b0cbad64a4c091f963b27d8b0b000f	228427	188920	00:00:00	[228427, 228437, 228462, 228461, 228338, 228425, 228332, 189015, 189037, 49828, 188991, 188992, 188946, 188944, 131998, 132000, 39889, 188920]:67.0
c24718b353661e9ab3275b0d814401c7	3459	12876	00:00:00	[3459, 73488, 9204, 124027, 7789, 180953, 134226, 124570, 117732, 105761, 9208, 73487, 12920, 47962, 7207, 7206, 60666, 60668, 7267, 78372, 88317, 88318, 184970, 132235, 78377, 78380, 132234, 17737, 127574, 127573, 127571, 12875, 12876]:92.0
8e8062aeee9bbdd64b95f0b1edb42a17	136665	188034	00:00:00	[136665, 126890, 137614, 136258, 136299, 136330, 149070, 20263, 20261, 20260, 138412, 138380, 19937, 19939, 19940, 19941, 19942, 19943, 19944, 19945, 19946, 19947, 19948, 19949, 19966, 20041, 79942, 79940, 79938, 79880, 79868, 79872, 20401, 20393, 20398, 148154, 148159, 148151, 148149, 80308, 148150, 181338, 93329, 20902, 20904, 181361, 71386, 71388, 20901, 181340, 23866, 23872, 180786, 180787, 58585, 58581, 170266, 54306, 2828, 54270, 54274, 54283, 15934, 54329, 72629, 21001, 72677, 61947, 13925, 61945, 13921, 80154, 170307, 3643, 90356, 83640, 83632, 122233, 207632, 204783, 199815, 207629, 207628, 74039, 59680, 73969, 50490, 50493, 199948, 17821, 61971, 61965, 17864, 200019, 200018, 14523, 14522, 3503, 170347, 200355, 170355, 14678, 14641, 14689, 14698, 14684, 14682, 26318, 81443, 81447, 208436, 81440, 81436, 81439, 61580, 164439, 61595, 1411, 1412, 1528, 1527, 119254, 58096, 60330, 23, 61871, 106907, 113462, 71695, 233179, 233173, 233177, 188034]:575.0
34ef13fc9c3ee9ca433a4c9308cdc5f5	93719	1369	00:00:00	[93719, 93722, 20686, 45588, 45594, 45514, 209335, 110667, 48670, 48672, 176912, 50917, 50918, 176901, 209354, 209356, 231859, 209358, 5279, 5278, 117416, 202532, 38459, 202530, 202531, 648, 40315, 124610, 85069, 47214, 15095, 48703, 48707, 177845, 5005, 177840, 177841, 54726, 177843, 878, 879, 880, 881, 2465, 143237, 2474, 23169, 202364, 202365, 888, 901, 1265, 1268, 43620, 1242, 1245, 43622, 202273, 202296, 81305, 1238, 1214, 1247, 202292, 202285, 1368, 1369]:225.0
933402745143f797891a8a09b5f5a2fe	162466	180428	00:00:00	[162466, 162467, 77675, 77674, 51467, 51470, 51471, 51472, 51473, 44429, 78547, 135471, 247242, 77552, 77563, 136513, 77567, 136429, 136432, 77594, 38211, 45535, 45538, 45522, 45527, 45530, 45531, 45534, 207345, 15738, 205423, 38178, 7203, 7205, 169051, 184962, 214510, 12863, 184959, 137096, 127573, 17736, 127577, 78373, 7275, 170617, 7276, 15007, 191306, 7206, 7207, 47962, 12920, 73487, 9208, 105761, 117732, 124570, 134226, 180953, 7789, 180954, 21667, 7794, 12964, 12949, 6017, 12954, 167378, 167377, 167376, 167422, 167374, 167415, 164444, 164447, 167435, 180850, 104596, 180890, 104557, 180885, 180886, 180887, 194256, 73479, 73486, 14210, 184805, 12974, 73483, 27535, 27538, 73499, 172278, 104951, 184771, 184772, 184767, 4960, 4903, 4905, 23163, 23161, 134723, 134716, 11635, 11634, 73468, 14254, 143668, 21050, 21052, 21054, 21055, 4909, 14110, 180428]:488.0
7698e4c96477055528c8644058cb86e1	222055	65364	00:00:00	[222055, 146624, 65369, 65372, 114944, 114945, 114956, 114959, 114962, 60622, 60621, 65334, 114969, 59899, 59900, 65354, 65356, 65357, 65360, 65365, 65364]:124.0
7f6e07cbe8dd33ce2e793ab4c9fe97b6	128530	38368	00:00:00	[128530, 33368, 33362, 33363, 32774, 16503, 16495, 37163, 37014, 84156, 84188, 84125, 84110, 36989, 29210, 29207, 29209, 37005, 37007, 56995, 79029, 57018, 57015, 56681, 57042, 57074, 57073, 57094, 57116, 57115, 56656, 56662, 56980, 27845, 27847, 78764, 19197, 78757, 58371, 58370, 58398, 58399, 31858, 78772, 59796, 28709, 59806, 34372, 34374, 34430, 34431, 34444, 34181, 117626, 73697, 73704, 38090, 38091, 73605, 61067, 38092, 38095, 28686, 27375, 27376, 27377, 27378, 54253, 54254, 207126, 54251, 54252, 4216, 4217, 4218, 4230, 4720, 1098, 1099, 207088, 207089, 206822, 40396, 139445, 207135, 207140, 33380, 33381, 38365, 38367, 38368]:786.0
2f8f630c91f0160102d91f0df2d5c1b6	46083	17310	00:00:00	[46083, 46094, 46102, 46115, 52447, 17516, 17521, 21624, 21633, 21635, 101459, 30560, 21420, 21421, 53242, 53241, 30536, 30538, 45487, 45486, 45485, 45484, 45483, 21602, 21605, 89426, 89425, 8853, 8857, 45481, 32956, 32957, 32958, 32959, 103148, 135919, 8868, 8867, 8864, 49380, 49358, 17291, 17295, 17297, 49367, 49410, 17350, 17316, 17302, 17309, 17310]:246.0
5cb08c01e36aa29b2de889a49015b9fd	30243	22092	00:00:00	[30243, 29422, 29424, 29427, 29446, 29448, 13630, 83529, 76650, 30147, 30148, 30149, 30153, 30204, 30206, 196251, 196250, 73044, 73043, 196249, 196248, 73056, 27498, 22091, 22086, 22085, 22083, 22075, 22092]:127.0
87bc1dbd652ec820400f3cd1e7bbe42f	22712	81009	00:00:00	[22712, 157908, 114733, 97152, 22705, 22704, 22716, 61905, 9800, 22721, 22720, 22722, 22724, 22727, 22728, 9791, 9737, 9825, 52996, 9792, 6000, 6010, 98196, 98197, 23011, 98194, 23014, 23015, 23017, 98208, 98211, 98212, 98213, 6724, 7094, 100279, 100280, 5428, 5444, 179740, 122234, 84744, 79796, 79798, 174694, 81005, 81009]:164.0
0d89a9cc76450d9ddb6b8468abf4abdc	168651	156782	00:00:00	[168651, 162116, 162114, 155979, 101234, 101233, 101230, 104823, 6813, 6815, 6818, 135400, 135397, 42718, 114431, 127727, 114432, 195024, 122626, 83294, 114418, 10305, 127744, 21068, 10317, 10321, 8285, 98931, 1922, 1921, 1926, 73539, 90354, 1942, 1870, 1873, 4998, 116294, 4997, 18847, 85825, 1874, 4994, 1904, 19710, 82408, 82410, 115051, 156783, 156802, 110730, 110731, 110729, 156809, 156813, 75727, 107823, 156782]:187.0
