248561
217523	2306	1	1
201992	90429	7	4
157939	176994	15	9
210199	210197	3	2
105268	105273	6	4
223384	223373	1	1
73921	84783	4	3
60068	84714	3	2
120109	150603	6	4
184836	78396	2	2
146777	34317	3	2
209103	135878	3	2
59634	23687	1	1
68556	68551	2	1
219632	219644	30	17
140819	81106	10	6
15298	89585	10	6
58432	58442	2	1
178744	178740	1	1
112479	112478	1	1
107952	107950	2	1
87020	87021	12	7
93310	244652	2	1
120109	150607	9	5
84139	53472	4	2
83041	83035	2	1
223384	223383	1	1
41561	212591	7	4
83673	84517	1	1
175619	10052	5	3
15007	191306	1	1
58684	86539	1	1
70764	70747	13	7
107952	107949	1	1
46368	34834	7	4
105110	105233	1	1
87020	87039	2	2
121827	65723	1	1
58432	58434	1	1
220585	220587	4	2
65708	65540	2	2
204866	204867	2	1
200091	791	11	6
173933	173945	3	2
204866	204864	2	1
59447	59449	3	3
47022	33100	16	9
147347	147330	1	1
77429	119532	4	3
105474	105471	2	1
193882	193883	2	1
175225	175201	1	1
102002	35446	7	4
15209	15186	4	5
76240	76250	11	6
61430	61422	14	8
247076	229199	3	2
24416	24420	5	3
166674	166675	1	1
26965	26967	3	2
166674	166668	3	2
166674	166667	2	1
182948	212661	11	6
117113	94669	1	1
93914	93899	7	4
159607	159605	5	3
105474	105482	1	1
159607	159608	2	1
129060	168707	1	1
92703	117057	15	8
41162	37602	5	3
71604	71607	2	1
47707	86641	16	9
69479	51661	4	3
90623	186446	10	11
76240	76241	1	1
106161	106156	18	10
196281	97772	29	17
162825	178472	9	5
24416	24414	3	2
45350	45349	2	2
42306	42267	3	2
225116	225126	1	1
50653	86919	8	4
7916	114751	1	1
105474	105492	8	5
65560	65562	30	17
85478	85482	4	3
93373	93361	21	12
870	956	2	1
36053	33991	15	9
189526	19026	1	1
85478	85478	33	18
177952	177954	1	1
31116	31136	1	1
5766	5769	2	1
191090	105919	1	1
75931	127316	2	1
58653	25042	3	2
245253	245255	3	2
25632	25656	6	3
98215	98214	1	1
116917	50616	2	1
98215	98210	2	2
225116	225115	0	1
86717	96287	2	2
55992	55997	3	2
55992	55996	20	11
170611	170606	2	1
154129	19932	2	1
83041	83179	17	10
48805	48807	1	1
39829	39824	15	8
154129	19936	2	1
26040	54346	14	8
177053	162931	7	4
71300	71298	5	3
4935	21274	4	3
55816	205714	3	2
20318	79291	4	3
150006	28548	4	2
2883	2884	1	1
54437	65880	6	3
166674	166681	2	1
9936	28416	1	1
154518	154517	1	1
145328	90859	2	1
154518	154519	1	1
99938	99968	6	3
145328	90858	2	1
163344	163342	3	2
177303	8231	13	7
56914	113063	9	5
104552	4956	3	2
182948	212698	9	5
30287	30286	2	1
25632	25633	7	4
54498	66299	4	3
98076	98036	2	1
108666	108630	6	4
161049	161048	1	1
78027	76079	2	1
183503	183502	2	1
25632	25631	4	3
201044	944	8	9
30287	30293	1	1
149196	17135	1	1
147112	147095	2	1
1697	1700	2	1
107624	107629	5	3
11970	188082	4	2
101006	101003	14	8
30287	30290	2	1
101006	101008	7	4
163344	163355	9	5
67196	67434	2	1
106079	107529	4	2
28211	60855	8	5
184106	184110	2	1
105137	43236	1	1
61430	61477	1	1
233372	233568	27	15
67221	67209	40	23
19909	19910	1	1
119074	121990	2	1
156136	156135	1	1
267	2545	2	1
48796	48797	2	2
161049	161056	4	2
206651	206654	2	1
8288	8287	9	5
68851	67068	15	8
125433	202473	1	1
18223	18222	12	7
8288	8289	8	5
217838	70492	2	1
96397	71317	4	2
101368	4704	9	5
108480	108476	3	2
27320	53064	22	13
141569	141557	2	1
160602	47799	2	1
242196	242195	11	6
95890	95889	2	2
95890	95888	5	3
29809	24683	6	4
99938	99940	2	1
233642	233640	1	1
235684	108037	4	3
107204	107196	5	3
2764	2768	18	10
107204	107194	1	1
51090	51093	2	1
204178	204180	1	1
98076	98054	2	1
142721	142731	4	3
142721	142732	2	1
125345	125347	5	3
156136	156148	19	11
206267	206269	5	3
125345	125346	1	1
78035	103282	4	3
227558	144599	1	1
143233	111222	1	1
184106	184108	4	4
17827	17829	3	2
12496	12498	3	2
203793	222814	4	3
141569	141561	2	1
49929	49928	12	7
17827	17826	3	2
12496	12494	1	1
168517	117910	2	2
130191	189969	5	3
7082	7081	2	4
74965	74972	32	18
18223	18230	11	6
102887	108483	3	2
46020	46017	1	1
49929	49930	7	4
181886	28596	8	5
142721	142720	3	2
61871	106907	10	6
142721	142723	5	3
109071	162931	5	3
135198	42459	1	1
267	2511	2	1
90553	88791	3	2
108480	108490	2	1
33663	53199	1	2
174678	174683	6	4
64197	53150	7	4
76366	76357	5	3
78290	7123	4	3
147501	51466	17	10
99552	99555	2	1
90487	90513	3	2
90487	90512	2	1
12832	12833	3	2
208736	208737	5	3
141569	141536	2	1
128467	7993	5	3
67221	67250	7	4
162880	162899	3	2
200789	126204	1	1
36989	36990	1	1
127312	34509	1	1
245160	201435	1	1
48879	94064	2	2
127312	34508	2	1
70288	76863	1	1
135554	135556	3	2
49525	49527	4	3
135554	135552	3	2
174678	174673	2	2
160198	160197	1	1
25672	25671	1	1
77140	77141	1	1
44194	45492	1	1
158196	172132	1	1
174678	174679	2	1
204178	204179	3	2
59649	130470	6	4
141569	141543	1	1
25672	25674	2	1
81835	81843	4	2
200789	126219	3	2
90586	178811	8	5
67690	40499	2	2
88086	222111	10	6
54627	203718	3	2
199595	163036	2	1
48278	48279	6	4
59649	130438	1	1
62047	62048	3	2
34889	34868	2	1
106032	23601	81	45
61762	70009	8	5
104468	12382	3	2
20867	87937	6	3
49236	2491	9	5
168157	168177	1	1
70878	60585	9	6
77140	77132	5	3
63922	39957	1	1
39545	106668	13	7
81835	81834	6	3
163344	163368	1	1
81835	81836	7	4
81835	81830	4	2
163344	163362	1	1
28617	180698	1	1
166515	166516	7	4
9239	114357	1	1
101319	76317	14	8
81845	45166	4	2
14879	14880	1	1
4671	10849	3	2
112652	112653	5	3
168157	168165	1	1
154985	185302	2	1
234007	101256	1	1
67676	168624	2	1
11654	5330	8	5
116343	116329	8	5
14879	14878	8	5
204707	204708	2	1
27283	7058	2	2
39192	100956	2	2
40887	40886	10	16
75936	75938	4	2
14992	89301	7	4
14992	89302	1	1
91018	102809	2	1
16245	16242	2	1
201054	942	1	1
197656	197658	3	2
182510	161476	1	1
150330	150332	10	6
200714	198439	15	9
32874	43164	1	2
50971	50972	1	1
46306	54583	22	12
101383	198869	5	3
50971	50970	9	5
218361	221444	7	4
142922	142923	3	2
222567	222568	3	2
142922	142921	2	1
6939	6938	4	2
43613	43615	6	3
12832	91032	2	2
80773	30627	3	2
75936	75932	3	2
49929	49976	13	8
16245	16252	2	2
75936	75928	2	1
53954	239497	1	1
181222	181758	2	1
203781	2440	6	4
149765	118747	2	2
28331	28334	30	17
176095	8966	2	2
34706	34699	7	4
148171	148186	3	2
52811	63022	13	8
20554	20568	13	7
6939	6947	5	3
6939	6940	4	3
90958	90959	2	1
90958	90957	4	2
88221	244162	7	4
8517	202333	6	3
150330	150329	2	1
84810	105887	6	4
107544	107543	1	1
32693	32694	2	1
65576	150711	14	8
107544	107545	2	1
235804	201447	1	1
140906	224090	1	1
173933	173929	4	3
162171	162178	7	7
43911	43904	7	4
43911	43901	21	12
153316	153346	14	16
15457	201436	2	1
103645	103647	1	1
92392	29451	2	1
173243	173241	3	2
103645	103644	1	1
104468	12346	3	2
210062	210061	2	1
197117	107253	5	3
173243	173244	2	1
173243	173245	3	2
178113	178112	2	1
128482	16370	1	1
178113	178114	3	2
128573	128571	4	2
20554	20555	5	3
235798	235799	1	1
108549	108550	3	2
235798	235797	4	2
8517	202325	4	2
78033	78034	6	4
114392	45355	1	1
92078	92062	4	2
114392	45354	1	1
45434	178171	5	3
4573	4576	3	2
881	2465	4	3
4573	4585	8	5
44614	31608	2	1
49614	45868	2	1
175185	175180	3	2
39618	134724	4	2
204555	204866	2	1
236609	234848	2	1
76239	164756	3	2
210062	210073	3	2
20554	20553	6	4
191975	191974	2	1
92654	92655	3	2
38276	38277	3	2
208736	208741	1	1
243784	59315	5	3
64466	64500	2	1
64466	64501	2	1
15282	116	7	4
142922	142934	7	4
173933	173934	3	2
3623	170380	11	6
108549	108548	4	2
173933	173930	1	1
225971	225973	3	2
92392	29449	2	1
106560	43225	1	1
69434	69435	7	4
127953	127838	5	3
169608	169602	2	1
190169	224698	7	4
75676	114505	1	1
56161	56163	5	3
70927	70935	11	7
190169	224696	7	4
186243	124368	22	12
27595	54715	5	6
242980	242982	3	2
46362	161449	19	11
169608	169606	1	1
224701	75941	1	1
169608	169605	2	1
204031	204010	1	1
62278	62277	1	1
62278	62279	1	1
211062	211051	2	1
39500	39499	3	2
149161	149157	1	1
163745	163742	5	3
5622	194828	1	1
132867	132868	5	6
45717	772	4	3
22974	22973	27	30
183339	183341	11	6
99280	99254	3	2
22974	22970	15	9
241869	241830	6	3
128278	128247	7	4
241534	241523	6	3
147822	224685	6	4
239650	239649	4	2
69012	68312	17	10
49668	49669	2	1
211062	211065	5	3
241869	241831	3	2
49668	49667	1	1
104675	100221	24	13
19215	56522	5	3
105279	172297	2	1
33501	32522	2	2
232419	208150	2	1
119830	85819	3	2
180519	180527	9	10
92078	92111	2	1
22773	18095	15	9
99280	99257	1	1
103819	103820	1	1
24402	24400	2	1
144332	141656	1	1
80023	80014	12	7
24402	24404	3	2
20439	20438	9	5
128278	128274	8	5
70927	70917	13	7
60247	153533	6	3
241869	241868	4	3
209344	229462	5	3
86996	86998	3	2
157520	221279	6	4
204861	204857	1	1
204031	204033	8	5
224668	224669	4	2
63804	63805	1	1
189528	9835	1	1
79663	27950	2	1
106083	106014	3	2
56318	23970	5	3
74060	73955	3	2
96347	187683	2	2
209408	3313	6	3
77911	239509	3	2
180786	180787	9	5
30290	30291	1	1
37152	37156	1	1
131723	131477	1	1
179297	129063	5	3
95419	41916	1	1
156495	41366	2	1
12000	12001	2	1
21027	244249	4	3
209344	229459	1	1
185005	181225	1	1
242980	242979	4	3
228607	120787	2	2
34889	34905	2	1
129847	129844	14	8
42472	42470	1	1
120250	220503	2	1
36734	121344	3	2
156110	159301	5	3
111703	111697	7	4
36451	36452	3	2
27616	3821	2	4
144611	144575	1	1
36451	36456	8	5
54797	54794	3	5
103819	103875	1	1
107429	107409	3	2
9659	9662	32	18
30290	30287	2	1
9659	9661	1	1
58412	59068	9	5
52887	180457	3	2
153278	110223	2	1
204031	204051	13	7
234308	233306	2	1
54084	86259	1	1
163745	163780	12	7
114645	114642	1	1
35402	35401	4	3
215102	215136	5	3
203734	123913	18	11
129847	129857	2	1
35402	35403	6	4
101319	76320	16	9
52027	87997	20	11
89311	12906	8	5
133760	175361	2	2
99212	99222	1	1
194931	194781	3	2
145935	145901	1	1
133760	175366	3	2
159713	159620	1	1
126560	126540	3	2
197667	161016	1	1
58507	23270	2	2
115088	79593	7	4
25917	25919	21	23
64466	64442	3	2
38674	101996	2	2
25917	25918	1	1
64466	64467	3	2
7800	168214	3	2
123213	123214	1	1
219380	190854	3	2
28211	28212	5	3
184714	89943	2	1
102139	113817	1	1
11269	11263	8	5
102275	231778	1	1
241534	241535	3	2
3852	101436	3	2
93914	93910	3	2
156779	51562	1	1
138221	36521	1	1
211753	211752	2	1
37328	37334	11	6
169622	169623	12	7
183398	164805	1	1
1363	1361	1	1
215666	11906	3	2
142791	142528	1	1
1363	1365	1	1
161189	44078	3	2
72746	72747	2	2
116273	12923	3	2
183616	133559	31	18
139908	139895	1	1
241534	241546	13	7
93914	93902	3	2
19532	231513	2	1
33095	121350	18	10
10621	135928	2	1
167384	167382	2	1
78036	103314	5	3
126710	24734	4	3
107545	207000	1	1
49245	59948	4	3
1578	208036	4	5
49245	59946	2	2
37328	37329	1	1
69527	69532	5	3
167112	163635	2	2
199852	204709	1	1
96955	96953	5	3
184805	38020	2	1
27054	17198	1	1
31825	31826	4	2
211386	197228	2	2
74280	134788	3	2
51090	51085	2	1
61367	689	2	2
146880	146887	5	3
31825	31832	7	4
416	193224	1	1
49275	49277	7	4
76690	76699	9	5
49275	49274	3	2
67370	67186	1	1
23822	180128	5	3
105887	105902	2	1
67372	67482	2	1
60763	36055	1	1
30291	19631	1	1
223615	148636	2	1
165178	165179	2	1
35752	35741	30	17
54722	54721	2	1
141044	81990	4	2
42000	41996	3	2
239063	239062	3	2
54722	54723	1	1
165997	100500	1	1
34706	34707	3	2
70216	137258	15	9
242196	242210	2	1
86809	86821	25	14
185254	160001	2	1
87539	74822	6	4
73838	73834	4	3
22242	175421	2	1
112271	112272	2	1
185254	160002	2	1
49889	26404	4	3
154460	154473	1	1
69326	69328	2	1
1363	1357	4	2
170998	83010	3	2
64850	73796	7	4
107429	107423	9	5
38140	111302	2	1
100966	100962	8	5
169609	202944	2	1
109077	108929	6	4
157901	157866	1	1
69566	69549	5	3
82332	82331	2	1
73838	73842	7	4
82888	25841	6	4
168236	11616	2	2
44831	22276	4	3
80163	213862	27	15
126560	126555	2	1
52365	36002	15	8
17019	43056	5	3
150078	150077	2	1
176060	176060	19	11
77546	77545	3	2
146880	146877	10	6
77546	77548	4	3
142046	232396	1	1
216223	216227	3	2
216689	216779	5	3
154460	154452	1	1
169609	202954	2	1
115517	71880	5	3
7879	760	2	2
231003	231009	3	2
29540	170384	3	2
84207	103384	2	2
231003	231002	1	1
2554	163664	1	1
181872	181871	1	1
23822	180135	7	4
126560	126565	2	1
100751	100750	6	4
141523	36829	3	2
147344	147328	1	1
159607	159658	3	2
17019	43061	10	6
216223	216220	3	2
83855	83856	4	3
206267	206228	4	2
91181	91164	5	3
16362	16357	8	5
188075	188078	7	4
183116	43882	1	1
77419	119527	4	2
57057	57056	2	1
211926	211928	2	1
175225	175198	2	1
57057	57053	3	2
217136	23497	2	1
38091	38090	4	3
205765	16155	9	5
60695	60671	1	1
59506	205553	1	1
188992	188948	1	1
43530	78692	7	4
188992	188946	11	17
69326	69371	1	1
204027	204028	11	6
25546	37788	2	1
188075	188074	6	3
67656	40379	7	4
20334	20315	7	4
91181	91178	2	1
127419	127407	5	3
18562	18564	3	2
117023	76988	7	4
121573	88311	5	3
99832	101404	1	1
230597	230592	2	1
147344	147343	1	1
18082	175379	2	1
102324	135773	3	2
69326	69369	1	1
65762	201439	2	1
237103	237101	3	2
173245	196700	2	1
59781	11171	5	6
110663	58415	2	1
148337	148341	27	16
110663	58413	3	2
24481	159544	4	3
171370	163620	2	1
129130	14114	8	5
18562	18558	5	3
36591	36615	2	1
36591	36617	5	3
245253	245184	2	2
122483	122483	26	15
153250	136667	1	1
127034	127035	5	3
171886	51499	1	1
171622	171633	11	7
19262	36186	3	2
30965	30966	6	4
211720	186014	2	2
41982	152605	7	4
103819	103818	2	1
37445	37441	6	3
19262	36182	5	3
36545	36548	8	5
68499	162496	6	4
123213	123297	2	2
129866	39137	2	1
220975	220987	3	2
78115	78137	13	7
34257	34258	1	1
143254	102842	2	1
34257	34256	9	5
106085	106077	3	2
2037	2219	1	1
554	59965	1	1
40064	40068	3	2
11724	11725	1	1
40064	40067	4	3
6539	105329	12	7
11724	11722	2	1
81570	140758	8	5
